name,CIK,location_untrusted_source,name_worker_1,name_worker_2,worker_agreement_exact,worker agreement,domain_worker_1,domain_worker_2,website_domain,worker_agreement_exact,worker agreement,city_worker_1,city_worker_2,city,worker_agreement_exact,worker agreement,province_worker_1,province_worker_2,province,worker_agreement_exact,worker agreement,country_worker_1,country_worker_2,country,worker_agreement_exact,worker agreement,employees_worker_1,employees_worker_2,employees_worker_2_integer,employees,worker_agreement_exact,worker agreement,worker_agreement_approximate,serial_number_worker_1,serial_number_worker_2,serial_number,worker_agreement_exact,worker agreement,source_worker_1,matching_year,matching_cik,source_worker_2,matching_year,matching_cik,worker_agreement_exact,worker agreement,source,source_serial_number,confidence
THE PROGRESSIVE CORPORATION,80661,"Mayfield Village, Ohio",THE PROGRESSIVE CORPORATION,THE PROGRESSIVE CORPORATION,1,1,progressive.com,progressive.com,progressive.com,1,1,Mayfield,,,0,0,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,15000,15000,10000,0,0,0,34-0963169,34-0963169,34-0963169,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/80661/000008066123000006/pgr-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/80661/000008066123000006/pgr-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/80661/000008066123000006/pgr-20221231.htm,,0.9
"Prologis, Inc.",1045609,"San Francisco, California","Prologis, Inc.","Prologis, Inc.",1,1,prologis.com,prologis.com,prologis.com,1,1,San Francisco,San Francisco,San Francisco,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,2000,2000,1000,0,0,0,94-3281941,94-3281941,94-3281941,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045609/000156459023001902/pld-10k_20221231.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045609/000156459023001902/pld-10k_20221231.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045609/000156459023001902/pld-10k_20221231.htm,,0.9
"Prudential Financial, Inc.",1137774,"Newark, New Jersey","Prudential Financial, Inc.","Prudential Financial, Inc.",1,1,prudential.com,prudential.com,prudential.com,1,1,Newark,Newark,Newark,1,1,New Jersey,New Jersey,New Jersey,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,39854,39854,10000,0,0,0,22-3703799,22-3703799,22-3703799,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137774/000113777423000040/pru-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137774/000113777423000040/pru-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137774/000113777423000040/pru-20221231.htm,,0.9
Public Service Enterprise Group Incorporated,788784,"Newark, New Jersey",Public Service Enterprise Group Incorporated,Public Service Enterprise Group Incorporated,1,1,,pseg.com,pseg.com,0,0,Newark,Newark,Newark,1,1,New Jersey,New Jersey,New Jersey,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,12525,12525,10000,0,0,0,22-2625848,22-2625848,22-2625848,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/788784/000162828023004411/pseg-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/788784/000162828023004411/pseg-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/788784/000162828023004411/pseg-20221231.htm,,0.9
PTC Inc.,857005,"Boston, Massachusetts",PTC Inc.,PTC Inc.,1,1,,ptc.com,ptc.com,0,0,Boston,Boston,Boston,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,6503,6503,1000,0,0,0,04-2866152,04-2866152,04-2866152,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/857005/000095017022025211/ptc-20220930.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/857005/000095017022025211/ptc-20220930.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/857005/000095017022025211/ptc-20220930.htm,,0.9
PUBLIC STORAGE,1393311,"Glendale, California",PUBLIC STORAGE,PUBLIC STORAGE,1,1,publicstorage.com,publicstorage.com,publicstorage.com,1,1,Glendale,Glendale,Glendale,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,5900,5900,1000,0,0,0,95-3551121,95-3551121,95-3551121,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393311/000139331123000012/psa-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393311/000139331123000012/psa-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393311/000139331123000012/psa-20221231.htm,,0.9
"PULTEGROUP, INC.",822416,"Atlanta, Georgia","PULTEGROUP, INC.","PULTEGROUP, INC.",1,1,pultegroupinc.com,pultegroupinc.com,pultegroupinc.com,1,1,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,6524,6524,6524,1000,0,1,1,38-2766606,38-2766606,38-2766606,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/822416/000082241623000007/phm-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/822416/000082241623000007/phm-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/822416/000082241623000007/phm-20221231.htm,,0.9
"Qorvo, Inc.",1604778,"Greensboro, North Carolina",,"Qorvo, Inc.",0,0,,qorvo.com,qorvo.com,0,0,,Greensboro,Greensboro,0,0,,North Carolina,North Carolina,0,0,,United States of America (the),United States of America (the),0,0,,8900,8900,1000,0,0,0,,46-5288992,46-5288992,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001604778/000160477822000029/rfmd-20220402.htm,83,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001604778/000160477822000029/rfmd-20220402.htm,,0.9
"Quanta Services, Inc.",1050915,"Houston, Texas","Quanta Services, Inc.","Quanta Services, Inc.",1,1,quantaservices.com,quantaservices.com,quantaservices.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,47300,47300,10000,0,0,0,74-2851603,74-2851603,74-2851603,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1050915/000105091523000010/pwr-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1050915/000105091523000010/pwr-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1050915/000105091523000010/pwr-20221231.htm,,0.9
QUALCOMM Incorporated,804328,"San Diego, California",QUALCOMM Incorporated,QUALCOMM Incorporated,1,1,,qualcomm.com,qualcomm.com,0,0,San Diego,San Diego,San Diego,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,51000,51000,10000,0,0,0,95-3685934,95-3685934,95-3685934,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/804328/000080432822000021/qcom-20220925.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/804328/000080432822000021/qcom-20220925.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/804328/000080432822000021/qcom-20220925.htm,,0.9
Quest Diagnostics Incorporated,1022079,"Secaucus, New Jersey",Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1,1,,questdiagnostics.com,questdiagnostics.com,0,0,Secaucus,,,0,0,New Jersey,New Jersey,New Jersey,0,1,United States of America (the),United States of America (the),United States of America (the),1,1,,49000,49000,10000,0,0,0,16-1387862,16-1387862,16-1387862,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022079/000102207923000018/dgx-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022079/000102207923000018/dgx-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022079/000102207923000018/dgx-20221231.htm,,0.9
RALPH LAUREN CORPORATION,1037038,"New York City, New York",,RALPH LAUREN CORPORATION,0,0,,ralphlauren.com,ralphlauren.com,0,0,,New York City,New York City,0,0,,New York,New York,0,0,,United States of America (the),United States of America (the),0,0,,22200,22200,10000,0,0,0,,13-2622036,13-2622036,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001037038/000103703822000014/rl-20220402.htm,81,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001037038/000103703822000014/rl-20220402.htm,,0.9
"RAYMOND JAMES FINANCIAL, INC.",720005,"St. Petersburg, Florida","RAYMOND JAMES FINANCIAL, INC.","RAYMOND JAMES FINANCIAL, INC.",1,1,,raymondjames.com,raymondjames.com,0,0,St. Petersburg,St. Petersburg,St. Petersburg,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,17000,17000,10000,0,0,0,59-1517485,59-1517485,59-1517485,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm,,0.9
RAYTHEON TECHNOLOGIES CORPORATION,101829,"Waltham, Massachusetts",RAYTHEON TECHNOLOGIES CORPORATION,RAYTHEON TECHNOLOGIES CORPORATION,1,1,,rtx.com,rtx.com,0,0,Arlington,Waltham,Waltham,0,0,Virginia,Massachusetts,Massachusetts,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,182000,182000,182000,100000,0,1,0,06-0570975,06-0570975,06-0570975,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/101829/000010182923000009/rtx-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/101829/000010182923000009/rtx-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/101829/000010182923000009/rtx-20221231.htm,,0.9
REALTY INCOME CORPORATION,726728,"San Diego, California",REALTY INCOME CORPORATION,REALTY INCOME CORPORATION,1,1,,realtyincome.com,realtyincome.com,0,0,San Diego,San Diego,San Diego,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,395,395,100,0,0,0,33-0580106,33-0580106,33-0580106,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/726728/000072672823000044/o-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/726728/000072672823000044/o-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/726728/000072672823000044/o-20221231.htm,,0.9
REGENCY CENTERS CORPORATION,910606,"Jacksonville, Florida",REGENCY CENTERS CORPORATION,REGENCY CENTERS CORPORATION,1,1,,regencycenters.com,regencycenters.com,0,0,Jacksonville,Jacksonville,Jacksonville,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,445,445,100,0,0,0,59-3191743,59-3191743,59-3191743,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/910606/000095017023003160/reg-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/910606/000095017023003160/reg-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/910606/000095017023003160/reg-20221231.htm,,0.9
"REGENERON PHARMACEUTICALS, INC.",872589,"Tarrytown, New York","REGENERON PHARMACEUTICALS, INC.","REGENERON PHARMACEUTICALS, INC.",1,1,,regeneron.com,regeneron.com,0,0,Tarrytown,Tarrytown,Tarrytown,1,1,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,11851,11851,10000,0,0,0,13-3444607,13-3444607,13-3444607,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/872589/000180422023000008/regn-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/872589/000180422023000008/regn-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/872589/000180422023000008/regn-20221231.htm,,0.9
REGIONS FINANCIAL CORPORATION,1281761,"Birmingham, Alabama",REGIONS FINANCIAL CORPORATION,REGIONS FINANCIAL CORPORATION,1,1,regions.com,regions.com,regions.com,1,1,Birmingham,Birmingham,Birmingham,1,1,Alabama,Alabama,Alabama,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,20073,20073,10000,0,0,0,63-0589368,63-0589368,63-0589368,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1281761/000128176123000012/rf-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1281761/000128176123000012/rf-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1281761/000128176123000012/rf-20221231.htm,,0.9
"REPUBLIC SERVICES, INC.",1060391,"Phoenix, Arizona","REPUBLIC SERVICES, INC.","REPUBLIC SERVICES, INC.",1,1,,republicservices.com,republicservices.com,0,0,Phoenix,Phoenix,Phoenix,1,1,Arizona,Arizona,Arizona,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,226108,226108,100000,0,0,0,65-0716904,65-0716904,65-0716904,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1060391/000106039123000008/rsg-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1060391/000106039123000008/rsg-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1060391/000106039123000008/rsg-20221231.htm,,0.9
ResMed Inc.,943819,"San Diego, California",ResMed Inc.,ResMed Inc.,1,1,,resmed.com,resmed.com,0,0,San Diego,San Diego,San Diego,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,8160,8160,1000,0,0,0,98-0152841,98-0152841,98-0152841,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/943819/000094381922000010/rmd-20220630.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/943819/000094381922000010/rmd-20220630.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/943819/000094381922000010/rmd-20220630.htm,,0.9
"PerkinElmer, Inc.",31791,"Waltham, Massachusetts",,"PerkinElmer, Inc.",0,0,,perkinelmer.com,perkinelmer.com,0,0,,Waltham,Waltham,0,0,,Massachusetts,Massachusetts,0,0,,United States of America (the),United States of America (the),0,0,,16700,16700,10000,0,0,0,,04-2052042,04-2052042,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000031791/000003179122000003/pki-20220102.htm,82,54,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000031791/000003179122000003/pki-20220102.htm,,0.9
ROBERT HALF INTERNATIONAL INC.,315213,"Menlo Park, California",ROBERT HALF INTERNATIONAL INC.,ROBERT HALF INTERNATIONAL INC.,1,1,roberthalf.com,roberthalf.com,roberthalf.com,0,1,Menlo Park,Menlo Park,Menlo Park,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,16300,16300,16300,10000,0,1,1,94-1648752,94-1648752,94-1648752,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/315213/000031521323000016/rhi-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/315213/000031521323000016/rhi-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/315213/000031521323000016/rhi-20221231.htm,,0.9
"Rockwell Automation, Inc.",1024478,"Milwaukee, Wisconsin","Rockwell Automation, Inc.","Rockwell Automation, Inc.",1,1,rockwellautomation.com,rockwellautomation.com,rockwellautomation.com,1,1,Milwaukee,Milwaukee,Milwaukee,1,1,Wisconsin,Wisconsin,Wisconsin,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,26000,26000,10000,0,0,0,25-1797617,25-1797617,25-1797617,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1024478/000102447822000093/rok-20220930.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1024478/000102447822000093/rok-20220930.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1024478/000102447822000093/rok-20220930.htm,,0.9
"ROLLINS, INC.",84839,"Atlanta, Georgia","ROLLINS, INC.","ROLLINS, INC.",1,1,rollins.com,rollins.com,rollins.com,1,1,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,17515,17515,10000,0,0,0,51-0068479,51-0068479,51-0068479,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/84839/000008483923000006/rol-20221231x10k.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/84839/000008483923000006/rol-20221231x10k.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/84839/000008483923000006/rol-20221231x10k.htm,,0.9
"ROPER TECHNOLOGIES, INC.",882835,"Sarasota, Florida","ROPER TECHNOLOGIES, INC.","ROPER TECHNOLOGIES, INC.",1,1,ropertech.com,ropertech.com,ropertech.com,1,1,Sarasota,Sarasota,Sarasota,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,15800,10500,10500,10000,0,0,1,51-0263969,51-0263969,51-0263969,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/882835/000088283523000016/rop-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/882835/000088283523000016/rop-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/882835/000088283523000016/rop-20221231.htm,,0.9
"Ross Stores, Inc.",745732,"Dublin, California",,"Ross Stores, Inc.",0,0,,rossstores.com,rossstores.com,0,0,,Dublin,Dublin,0,0,,California,California,0,0,,United States of America (the),United States of America (the),0,0,,100000,100000,10000,0,0,0,,94-1390387,94-1390387,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000745732/000074573222000014/rost-20220129.htm,83,53,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000745732/000074573222000014/rost-20220129.htm,,0.9
ROYAL CARIBBEAN CRUISES LTD.,884887,"Miami, Florida",ROYAL CARIBBEAN CRUISES LTD.,ROYAL CARIBBEAN CRUISES LTD.,1,1,,rclinvestor.com,rclinvestor.com,0,0,Miami,Miami,Miami,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,102500,102500,100000,0,0,0,98-0081645,98-0081645,98-0081645,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/884887/000088488723000006/rcl-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/884887/000088488723000006/rcl-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/884887/000088488723000006/rcl-20221231.htm,,0.9
S&P Global Inc.,64040,"New York City, New York",S&P Global Inc.,S&P Global Inc.,1,1,spglobal.com,spglobal.com,spglobal.com,1,1,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,39950,39950,10000,0,0,0,13-1026995,13-1026995,13-1026995,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/64040/000006404023000058/spgi-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/64040/000006404023000058/spgi-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/64040/000006404023000058/spgi-20221231.htm,,0.9
"Salesforce, Inc.",1108524,"San Francisco, California",,"Salesforce, Inc.",0,0,,salesforce.com,salesforce.com,0,0,,San Francisco,San Francisco,0,0,,California,California,0,0,,United States of America (the),United States of America (the),0,0,,73541,73541,10000,0,0,0,,94-3320693,94-3320693,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001108524/000110852422000013/crm-20220131.htm,82,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001108524/000110852422000013/crm-20220131.htm,,0.9
SBA COMMUNICATIONS CORPORATION,1034054,"Boca Raton, Florida",SBA COMMUNICATIONS CORPORATION,SBA COMMUNICATIONS CORPORATION,1,1,,sbasite.com,sbasite.com,0,0,Boca Raton,Boca Raton,Boca Raton,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,1834,1834,1000,0,0,0,65-0716501,65-0716501,65-0716501,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1034054/000103405423000002/sbac-20221231x10k.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1034054/000103405423000002/sbac-20221231x10k.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1034054/000103405423000002/sbac-20221231x10k.htm,,0.9
Schlumberger N.V. (Schlumberger Limited),87347,"Houston, Texas",Schlumberger N.V. (Schlumberger Limited),Schlumberger N.V. (Schlumberger Limited),1,1,slb.com,slb.com,slb.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,99000,99000,10000,0,0,0,52-0684746,52-0684746,52-0684746,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/87347/000156459023000762/slb-10k_20221231.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/87347/000156459023000762/slb-10k_20221231.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/87347/000156459023000762/slb-10k_20221231.htm,,0.9
SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY,1137789,"Dublin, Ireland",SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY,SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY,1,1,seagate.com,seagate.com,seagate.com,1,1,Dublin,Dublin,Dublin,0,1,Ireland,Ireland,,1,1,United States of America (the),Ireland,Ireland,0,0,,40000,40000,10000,0,0,0,98-1597419,98-1597419,606203,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137789/000113778922000055/stx-20220701.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137789/000113778922000055/stx-20220701.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1137789/000113778922000055/stx-20220701.htm,https://core.cro.ie/e-commerce/company/search/638812,0.9
SEALED AIR CORPORATION,1012100,"Charlotte, North Carolina",SEALED AIR CORPORATION,SEALED AIR CORPORATION,1,1,sealedair.com,sealedair.com,sealedair.com,1,1,Charlotte,Charlotte,Charlotte,1,1,North Carolina,North Carolina,North Carolina,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,16300,16300,10000,0,0,0,65-0654331,65-0654331,65-0654331,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1012100/000162828023004277/see-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1012100/000162828023004277/see-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1012100/000162828023004277/see-20221231.htm,,0.9
SEMPRA ENERGY,1032208,"San Diego, California",SEMPRA ENERGY,SEMPRA ENERGY,0,1,sempra.com,sempra.com,sempra.com,1,1,San Diego,San Diego,San Diego,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,4561,4561,1000,0,0,0,33-0732627,33-0732627,33-0732627,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1032208/000103220823000008/sre-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1032208/000103220823000008/sre-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1032208/000103220823000008/sre-20221231.htm,,0.9
"SERVICENOW, INC.",1373715,"Santa Clara, California","SERVICENOW, INC.","SERVICENOW, INC.",1,1,servicenow.com,servicenow.com,servicenow.com,1,1,Santa Clara,Santa Clara,Santa Clara,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,20433,20433,20433,10000,0,1,1,20-2056195,20-2056195,20-2056195,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1373715/000137371523000035/now-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1373715/000137371523000035/now-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1373715/000137371523000035/now-20221231.htm,,0.9
THE SHERWIN-WILLIAMS COMPANY,89800,"Cleveland, Ohio",THE SHERWIN-WILLIAMS COMPANY,THE SHERWIN-WILLIAMS COMPANY,1,1,sherwin-williams.com,sherwin.com,sherwin.com,0,0,Cleveland,Cleveland,Cleveland,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,64366,64366,10000,0,0,0,34-0526850,34-0526850,34-0526850,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/89800/000008980023000007/shw-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/89800/000008980023000007/shw-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/89800/000008980023000007/shw-20221231.htm,,0.9
"SIMON PROPERTY GROUP, INC.",1063761,"Indianapolis, Indiana","SIMON PROPERTY GROUP, INC.","SIMON PROPERTY GROUP, INC.",1,1,,simon.com,simon.com,0,0,Indianapolis,Indianapolis,Indianapolis,1,1,Indiana,Indiana,Indiana,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,3300,3300,1000,0,0,0,04-6268599,04-6268599,04-6268599,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1063761/000155837023001840/spg-20221231x10k.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1063761/000155837023001840/spg-20221231x10k.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1063761/000155837023001840/spg-20221231x10k.htm,,0.9
"Skyworks Solutions, Inc.",4127,"Irvine, California","Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",1,1,skyworksinc.com,skyworksinc.com,skyworksinc.com,1,1,Irvine,Irvine,Irvine,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,11150,11150,11150,10000,0,1,1,04-2302115,04-2302115,04-2302115,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/4127/000000412723000005/swks-20220930.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/4127/000000412722000038/swks-20220930.htm,77,49,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/4127/000000412722000038/swks-20220930.htm,,0.9
THE J. M. SMUCKER COMPANY,91419,"Orrville, Ohio",,THE J. M. SMUCKER COMPANY,0,0,,jmsmucker.com,jmsmucker.com,0,0,,Orrville,Orrville,0,0,,Ohio,Ohio,0,0,,United States of America (the),United States of America (the),0,0,,6700,6700,1000,0,0,0,,34-0538550,34-0538550,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000091419/000009141922000049/sjm-20220430.htm,82,54,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000091419/000009141922000049/sjm-20220430.htm,,0.9
